comp_name,comp_type,comp_headq,how_old,comp_no_emp,comp_review,open_jobs,comp_services,comp_logo,comp_description
Kalyan Jewellers,Private,Bengaluru/Bangalore + 118 more,5k-10k Employees (India),30 years old,(1.5k Reviews),46,"['Metals & Mining', 'Retail', 'Fortune India 500']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2thbHlhbi1qZXdlbGxlcnMuanBn.webp,"Headquartered in Thrissur in the state of Kerala, Kalyan Jewellers is one the largest jewellery retailers in India with a presence in the Middle East. The company has enjoyed a long-standing presence in the Indian market for nearly three decades and has set industry benchmarks in quality, transparency, pricing, and innovation."

Micro Labs,Private,"Bangalore/Bengaluru,Karnataka + 97 more",10k-50k Employees (India),50 years old,(1.5k Reviews),23,"['Clinical Research', 'Pharma', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL21pY3JvLWxhYnMuanBn.webp,"Established in 1973, Micro Labs Limited is a multi-faceted healthcare organization with a proficient marketing team, state-of-the-art manufacturing facilities and R&D centres that are at par with international standards. All this, robustly backed by a strong distribution network and path-breaking research work has placed us amongst India's fast growing transnational healthcare organizations.

A privately held company, founded by late Mr. G. C. Surana, the company is under the leadership of Mr. Dilip Surana & Mr. Anand Surana.

Micro Labs occupies leading positions in select therapeutic areas like Cardiology, Diabetology, Ophthalmology, Dermatology, Pain / Analgesics etc."

ACT Fibernet,Private,"Bengaluru/Bangalore,Karnataka + 38 more",5k-10k Employees (India),23 years old,(1.5k Reviews),141,"['Internet', 'Telecom', 'Bengaluru/Bangalore,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2FjdC1maWJlcm5ldC5qcGc.webp,"ACT (Atria Convergence Technologies Ltd.) was born out of a vision to become the most admired in-the-home entertainment, education, and interactive services company that creates radical social transformation, and delights and empowers customers.

Today, we are closer than ever to realizing it. Based in Bangalore, we serve a number of cities and towns in Karnataka, Andhra Pradesh, Telangana, Tamil Nadu, and Delhi. We are one of the country�s most renowned cable and broadband companies, bringing state-of-the-art services to nearly 2 million happy homes:

Fibernet (Internet over Fiber Optics)
Digital TV
HDTV"

Exide Industries,Public,"Kolkata,West Bengal + 160 more",1k-5k Employees (India),76 years old,(1.6k Reviews),84,"['Manufacturing', 'Electronics', 'Auto Components', 'Fortune India 500', 'Public', 'Kolkata,West Bengal']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2V4aWRlLWluZHVzdHJpZXMuanBn.webp,"For more than six decades, Exide has been one of India's most reliable brands, enjoying unrivalled reputation and recall. Our constant emphasis on innovation, extensive geographic footprint, strong relationship with marquee clients and steady technology upgradations with global business partners have made us a distinct frontrunner in the lead-acid storage batteries space for both automotive and industrial applications."

Extramarks Educa...,Private,"Noida,Uttar Pradesh + 90 more",1k-5k Employees (India),16 years old,(1.5k Reviews),139,"['Internet', 'Education & Training', 'EdTech']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2V4dHJhbWFya3MtZWR1Y2F0aW9uLXB2dC5qcGc.webp,"Extramarks is among the fastest growing educational technology companies, with a global footprint. The company has a huge presence in India, South Africa, Indonesia and the Middle East. Extramarks has revolutionized the way education is perceived and delivered, custom creating learning solutions for the 21st century learner.

We are a team of exceptional academics, technology experts and visualizers, who help simplify textbook learning through rich media based modules.

Our efforts are supported by a 2000 strong sales team, present pan-India, which helps us reach directly to the final consumer. We have recently pressed the pedal to increase the sales momentum, opening offices in close to 70 cities, reaching hitherto unexplored geographies and people. 

Extramarks was founded in 2007 by Mr. Atul Kulshrestha, the visionary and transformative mind who has been leading the disruptions in the edtech domain from the front. In the past decade, a family of more than 3500 employees has come together to carry forth the Extramarks mission. 
Our product range is huge! From pre-school, to extensive K12 coverage, going over to higher studies and competitive exams, we have it all. 

We are also disrupting the coaching segment through the Extramarks Smart Coaching Centres, present in 17 cities with 23 centres. These centres provide coaching for IIT-JEE, NEET and Foundation courses, through latest classroom technology and India�s top faculty. 

Students love learning with us! Our learners exceed 6 million in number and they spend an average of 97 minutes per day on our platform.
Working at Extramarks provides the unique opportunity to become a part of this learning revolution taking place in India, where more and more students are shifting towards the digital mode of education."

TVS Supply Chain...,"Chennai,Tamil Nadu + 114 more",127 years old,1k-5k Employees (India),1k-5k Employees (India),(1.6k Reviews),15,"['Logistics / Shipping', 'Logistics', 'Chennai,Tamil Nadu']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3R2cy1zdXBwbHktY2hhaW4tc29sdXRpb25zLmpwZw.webp,"TVS Supply Chain Solutions (TVS SCS) is a global provider of world-class, end-to-end supply chain services for the Automotive, Beverage, Defence, Industrial and Utilities markets. 

We address supply chain challenges for international organizations, government departments, large and medium-sized businesses and trade on the ability to reduce our client's operating costs and improve their performance through efficient and innovative solutions.

TVS Supply Chain Solutions operates on a global scale and provides capabilities that can meet the needs of your supply chain across the globe."

Britannia,Public,"Reading,Reading + 180 more",5k-10k Employees (India),131 years old,(1.5k Reviews),38,"['FMCG', 'Food Processing', 'Manufacturing', 'Conglomerate', 'Fortune India 500', 'Public']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2JyaXRhbm5pYS5qcGc.webp,"Britannia Industries is one of India�s leading food companies with a 100 year legacy and annual revenues in excess of Rs. 9000 Cr. Britannia is among the most trusted food brands, and manufactures India�s favorite brands like Good Day, Tiger, NutriChoice, Milk Bikis and Marie Gold which are household names in India. Britannia�s product portfolio includes Biscuits, Bread, Cakes, Rusk, and Dairy products including Cheese, Beverages, Milk and Yoghurt. Britannia is a brand which many generations of Indians have grown up with and our brands are cherished and loved in India and the world over. Britannia products are available across the country in close to 5 million retail outlets and reach over 50% of Indian homes.

The company�s Dairy business contributes close to 5 per cent of revenue and Britannia dairy products directly reach 100,000 outlets.

Britannia Bread is the largest brand in the organized bread market with an annual turnover of over 1 lac tons in volume and Rs.450 crores in value. The business operates with 13 factories and 4 franchisees selling close to 1 mn loaves daily across more than 100 cities and towns of India.

We have a presence in more than 60 countries across the globe. Our international footprint includes presence in Middle East through local manufacturing in UAE and Oman, are the No 2 biscuit player in UAE with a strong contention to leadership and have a similarly strong market position in the other GCC countries. We are also the market leaders in Nepal and are in the process of investing a manufacturing facility in the country."

HCL Infosystems,Public,"Noida,Uttar Pradesh + 102 more",10k-50k Employees (India),47 years old,(1.5k Reviews),2,"['IT Services & Consulting', 'Software Product', 'Public', 'Noida,Uttar Pradesh']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2hjbC1pbmZvc3lzdGVtcy5qcGc.webp,"HCL Infosystems handles IT from A to Z. The company manufactures and distributes a wide array of technology products, including PCs, servers, data storage and networking equipment, printing and imaging systems, and software. It sells both its own lines and third-party products. HCL also provides services that include system integration, facilities management, and managed services. It markets to consumers through its Digilife stores and other retailers. The company sells to enterprise clients in such industries as government, financial services, and education. HCL Infosystems' sister company, HCL Technologies, provides offshore IT services."

Delhi Public Sch...,Public,"Greater Noida,Uttar Pradesh + 211 more",1k-5k Employees (India),25 years old,(1.5k Reviews),81,"['Education & Training', 'Public', 'Greater Noida,Uttar Pradesh']",https://static.ambitionbox.com/alpha/company/photos/logos/delhi-public-school.jpg,"The DPS Society is a non-profit, non-proprietary, private, educational organization. This Global Network of over 200 English medium, co-educational, secular schools provides education from Pre-Nursery/Nursery to Class XII. The DPS Family � with its transcontinental identity, is not merely a list of institutions, persons or facts; it is a network of values, systems and relationships."

Samsung Electron...,Public,"Greater Noida,Uttar Pradesh + 211 more",1k-5k Employees (India),25 years old,(1.4k Reviews),95,[],https://static.ambitionbox.com/alpha/company/photos/logos/samsung-electronics-india.jpg,

Ajanta Pharma,Public,"Mumbai,Maharashtra + 83 more",1k-5k Employees (India),50 years old,(1.4k Reviews),4,"['Biotech & Life sciences', 'Pharma', 'Fortune India 500', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2FqYW50YS1waGFybWEuanBn.webp,"Ajanta Pharma is a specialty pharmaceutical company engaged in development, manufacturing and marketing of quality finished dosages. Committed to 'Serve Health Care Needs Worldwide', we produce a comprehensive range of specialty products targeting different therapeutic segments for treatment of patients, customised to each market we are present in. We clearly understand our customer�s needs and use cutting edge technology to present innovative solutions. Our business includes Branded Generics in emerging markets of Asia and Africa, Generics in the developed markets of USA and Institution sales."
